,index,name,full_name,score
0,642,258.pdf,train/258.pdf,0.3949731162819867
1,13,1225.pdf,train/1225.pdf,0.37474391335140605
2,1367,1820.pdf,train/1820.pdf,0.3414752395268891
3,470,2214.pdf,train/2214.pdf,0.33783309109269594
4,838,1270.pdf,train/1270.pdf,0.3306826889516182
5,934,2026.pdf,train/2026.pdf,0.32960223036855457
6,835,2221.pdf,train/2221.pdf,0.327112700429083
7,359,1939.pdf,train/1939.pdf,0.3234663451544084
8,527,1522.pdf,train/1522.pdf,0.3216912641746853
9,1307,1789.pdf,train/1789.pdf,0.31384985389504916
10,128,2303.pdf,train/2303.pdf,0.3098466664237768
11,177,204.pdf,train/204.pdf,0.30839309902201845
12,1437,86.pdf,train/86.pdf,0.30275520349993285
13,207,827.pdf,train/827.pdf,0.29946554051373614
14,96,1030.pdf,train/1030.pdf,0.29567295303766694
15,1489,179.pdf,train/179.pdf,0.2953311653608656
16,492,470.pdf,train/470.pdf,0.2927531775504186
17,1025,709.pdf,train/709.pdf,0.29197872934906
18,505,1132.pdf,train/1132.pdf,0.29105252819123895
19,1143,1364.pdf,train/1364.pdf,0.29004223883138686
20,963,1856.pdf,train/1856.pdf,0.289652352794792
21,360,513.pdf,train/513.pdf,0.28778078781029065
22,839,1516.pdf,train/1516.pdf,0.2875794714469408
23,1137,627.pdf,train/627.pdf,0.28739091129821226
24,786,321.pdf,train/321.pdf,0.2848352203633606
25,1245,354.pdf,train/354.pdf,0.2848308424053426
26,658,933.pdf,train/933.pdf,0.2841057460075698
27,1284,2055.pdf,train/2055.pdf,0.2836651051462867
28,449,1079.pdf,train/1079.pdf,0.28235901828043314
29,791,862.pdf,train/862.pdf,0.27996990672025185
30,1326,1014.pdf,train/1014.pdf,0.2765250779796604
31,72,1542.pdf,train/1542.pdf,0.27620840804086233
32,656,1294.pdf,train/1294.pdf,0.27210970719705735
33,493,464.pdf,train/464.pdf,0.2719301577559529
34,904,1503.pdf,train/1503.pdf,0.2716828550176181
35,763,446.pdf,train/446.pdf,0.2702462367750203
36,1481,810.pdf,train/810.pdf,0.2698132841836684
37,892,849.pdf,train/849.pdf,0.2694376145130102
38,308,1624.pdf,train/1624.pdf,0.26889498647818744
39,852,684.pdf,train/684.pdf,0.26734541087080904
40,298,818.pdf,train/818.pdf,0.26618740682721864
41,289,165.pdf,train/165.pdf,0.2660612967633369
42,665,112.pdf,train/112.pdf,0.26453592879169746
43,907,732.pdf,train/732.pdf,0.2640081781381785
44,356,212.pdf,train/212.pdf,0.261981140780636
45,1200,1952.pdf,train/1952.pdf,0.26182776157020415
46,92,1959.pdf,train/1959.pdf,0.2616711305021075
47,685,488.pdf,train/488.pdf,0.2599794777283547
48,374,1291.pdf,train/1291.pdf,0.2599319111267905
49,1272,1372.pdf,train/1372.pdf,0.2598393823084715
50,1043,872.pdf,train/872.pdf,0.2596621727960597
51,1061,480.pdf,train/480.pdf,0.2593958053309323
52,782,309.pdf,train/309.pdf,0.25764757844874325
53,1475,1823.pdf,train/1823.pdf,0.25713603062849194
54,740,1059.pdf,train/1059.pdf,0.25658487728855
55,421,2389.pdf,train/2389.pdf,0.256446323293922
56,983,455.pdf,train/455.pdf,0.2564082096941531
57,457,274.pdf,train/274.pdf,0.25609801587153946
58,1290,786.pdf,train/786.pdf,0.25606884519280343
59,1376,1.pdf,train/1.pdf,0.2546899374102056
60,1413,1956.pdf,train/1956.pdf,0.25449524390444805
61,600,1679.pdf,train/1679.pdf,0.2544311612519468
62,402,473.pdf,train/473.pdf,0.2532890392127982
63,355,1792.pdf,train/1792.pdf,0.25276050888392754
64,375,739.pdf,train/739.pdf,0.25173528405655754
65,1211,208.pdf,train/208.pdf,0.25164268228225567
66,313,2310.pdf,train/2310.pdf,0.251628497892389
67,1403,1029.pdf,train/1029.pdf,0.25118258425859274
68,1156,1199.pdf,train/1199.pdf,0.2509526412702962
69,89,201.pdf,train/201.pdf,0.2508427060326322
70,1365,344.pdf,train/344.pdf,0.2506356553486085
71,859,445.pdf,train/445.pdf,0.2502312261938757
72,1405,230.pdf,train/230.pdf,0.25005479870459196
73,818,296.pdf,train/296.pdf,0.24974011282071662
74,353,1779.pdf,train/1779.pdf,0.24960052511337688
75,380,936.pdf,train/936.pdf,0.24921605108792494
76,583,475.pdf,train/475.pdf,0.2491429621245777
77,393,1440.pdf,train/1440.pdf,0.24887817400724355
78,489,2176.pdf,train/2176.pdf,0.24840246521878062
79,694,1444.pdf,train/1444.pdf,0.24777625338479645
80,448,2216.pdf,train/2216.pdf,0.2473455475741894
81,1141,1416.pdf,train/1416.pdf,0.24703440331250215
82,894,1463.pdf,train/1463.pdf,0.2468602104691731
83,1451,346.pdf,train/346.pdf,0.24670188386088326
84,1412,2287.pdf,train/2287.pdf,0.24656582545116032
85,266,1975.pdf,train/1975.pdf,0.24640161572246472
86,883,450.pdf,train/450.pdf,0.24632511564715728
87,240,66.pdf,train/66.pdf,0.24626300836857057
88,1058,1896.pdf,train/1896.pdf,0.24605922506375044
89,1462,391.pdf,train/391.pdf,0.24577603318336175
90,140,1186.pdf,train/1186.pdf,0.24574518772069992
91,1517,2292.pdf,train/2292.pdf,0.2456574368306998
92,610,2172.pdf,train/2172.pdf,0.2453309236300283
93,1450,1822.pdf,train/1822.pdf,0.24532214831081475
94,1069,1673.pdf,train/1673.pdf,0.24483187661067823
95,758,23.pdf,train/23.pdf,0.24470080153105725
96,777,1886.pdf,train/1886.pdf,0.2446271114109926
97,916,281.pdf,train/281.pdf,0.2444784347297396
98,405,1865.pdf,train/1865.pdf,0.2444512046671446
99,1296,745.pdf,train/745.pdf,0.24437875481793694
100,1236,1367.pdf,train/1367.pdf,0.244153396313103
101,197,1551.pdf,train/1551.pdf,0.24393204802286525
102,110,2129.pdf,train/2129.pdf,0.24383504094993513
103,1034,2019.pdf,train/2019.pdf,0.24369341904033526
104,1471,1638.pdf,train/1638.pdf,0.24365298695759915
105,342,2099.pdf,train/2099.pdf,0.24362412919989201
106,559,703.pdf,train/703.pdf,0.2435367874787388
107,788,2155.pdf,train/2155.pdf,0.24341684194873342
108,853,34.pdf,train/34.pdf,0.2430518253736153
109,1115,237.pdf,train/237.pdf,0.24283531601341865
110,879,478.pdf,train/478.pdf,0.24260061819198545
111,1005,1076.pdf,train/1076.pdf,0.24250103017083996
112,148,189.pdf,train/189.pdf,0.24245532765129682
113,156,2060.pdf,train/2060.pdf,0.2423839189470428
114,973,483.pdf,train/483.pdf,0.24224720256311605
115,1138,83.pdf,train/83.pdf,0.2420511906484778
116,1250,397.pdf,train/397.pdf,0.24201557096323592
117,1283,976.pdf,train/976.pdf,0.24175899730263933
118,60,808.pdf,train/808.pdf,0.24160898187549765
119,44,1608.pdf,train/1608.pdf,0.24155071420469088
120,105,956.pdf,train/956.pdf,0.24153492852600109
121,946,31.pdf,train/31.pdf,0.24147524522628422
122,216,1828.pdf,train/1828.pdf,0.24138013674588166
123,536,1708.pdf,train/1708.pdf,0.24102500931534948
124,834,294.pdf,train/294.pdf,0.2403205141022604
125,1329,741.pdf,train/741.pdf,0.24025280905019208
126,225,1168.pdf,train/1168.pdf,0.23984627384587545
127,203,73.pdf,train/73.pdf,0.2397239002714401
128,722,2213.pdf,train/2213.pdf,0.23969076514097015
129,1247,1824.pdf,train/1824.pdf,0.23947391186697098
130,1055,331.pdf,train/331.pdf,0.23926696891715982
131,780,1662.pdf,train/1662.pdf,0.2392386792479729
132,942,1507.pdf,train/1507.pdf,0.23918862530495116
133,819,269.pdf,train/269.pdf,0.23877929576218954
134,285,978.pdf,train/978.pdf,0.23872756875685153
135,82,1998.pdf,train/1998.pdf,0.23870082065538573
136,612,689.pdf,train/689.pdf,0.23866871271610532
137,507,2349.pdf,train/2349.pdf,0.23862223292982201
138,348,1751.pdf,train/1751.pdf,0.23857575721924645
139,1415,226.pdf,train/226.pdf,0.23846764800015965
140,210,1357.pdf,train/1357.pdf,0.2384657542787412
141,1220,988.pdf,train/988.pdf,0.2383915031816154
142,1244,432.pdf,train/432.pdf,0.23791207731408276
143,136,348.pdf,train/348.pdf,0.23767474759783463
144,774,2342.pdf,train/2342.pdf,0.23709326379074455
145,1507,1002.pdf,train/1002.pdf,0.23675096563241899
146,876,1675.pdf,train/1675.pdf,0.23658459921618022
147,1470,2331.pdf,train/2331.pdf,0.23649618789639223
148,481,2189.pdf,train/2189.pdf,0.2364231638324191
149,131,2316.pdf,train/2316.pdf,0.23637215471253972
150,625,716.pdf,train/716.pdf,0.23633193051882243
151,520,673.pdf,train/673.pdf,0.2361880072834168
152,337,1221.pdf,train/1221.pdf,0.2361015510273254
153,790,36.pdf,train/36.pdf,0.23591122496617017
154,955,19.pdf,train/19.pdf,0.23586780167052734
155,1274,180.pdf,train/180.pdf,0.23572442154669984
156,419,1870.pdf,train/1870.pdf,0.23570684829997274
157,296,58.pdf,train/58.pdf,0.23553521419507117
158,478,1245.pdf,train/1245.pdf,0.23549113665100213
159,319,1802.pdf,train/1802.pdf,0.23535209439939903
160,265,2298.pdf,train/2298.pdf,0.235142546103575
161,74,1581.pdf,train/1581.pdf,0.23511836181144896
162,1111,522.pdf,train/522.pdf,0.23504047378640894
163,1067,481.pdf,train/481.pdf,0.23491968545037883
164,1384,1565.pdf,train/1565.pdf,0.23491931603288785
165,1082,697.pdf,train/697.pdf,0.23482889413230418
166,919,1926.pdf,train/1926.pdf,0.23461439045208504
167,1439,144.pdf,train/144.pdf,0.2345647702941638
168,1369,185.pdf,train/185.pdf,0.23439078174014646
169,1125,1990.pdf,train/1990.pdf,0.23437955778482986
170,825,525.pdf,train/525.pdf,0.23437169931981508
171,713,1518.pdf,train/1518.pdf,0.2341030234353687
172,514,854.pdf,train/854.pdf,0.23391999650643505
173,277,2265.pdf,train/2265.pdf,0.2334782263361697
174,757,1307.pdf,train/1307.pdf,0.23331863755379884
175,553,273.pdf,train/273.pdf,0.23330576121410526
176,1203,1946.pdf,train/1946.pdf,0.23321674617616817
177,331,602.pdf,train/602.pdf,0.23319137707884685
178,1334,782.pdf,train/782.pdf,0.23305530993007556
179,980,1658.pdf,train/1658.pdf,0.23291948743669463
180,1270,816.pdf,train/816.pdf,0.23274177462823087
181,584,1687.pdf,train/1687.pdf,0.23262945238720478
182,486,869.pdf,train/869.pdf,0.2325756804250387
183,65,175.pdf,train/175.pdf,0.23255708100729328
184,626,1282.pdf,train/1282.pdf,0.2323620691112348
185,1091,654.pdf,train/654.pdf,0.23225375851766047
186,840,1502.pdf,train/1502.pdf,0.23225090679901053
187,132,1637.pdf,train/1637.pdf,0.23212581627258577
188,54,74.pdf,train/74.pdf,0.23160276796545495
189,1519,569.pdf,train/569.pdf,0.23134042283973735
190,215,1182.pdf,train/1182.pdf,0.2312368141057289
191,151,1347.pdf,train/1347.pdf,0.2310170294119548
192,357,1976.pdf,train/1976.pdf,0.2307830999172197
193,260,2273.pdf,train/2273.pdf,0.2306268741593239
194,280,777.pdf,train/777.pdf,0.23059072205586853
195,1064,494.pdf,train/494.pdf,0.23031138821104738
196,945,2152.pdf,train/2152.pdf,0.23013737000023632
197,1165,2308.pdf,train/2308.pdf,0.2298514334534505
198,1054,325.pdf,train/325.pdf,0.22980364056751185
199,1234,195.pdf,train/195.pdf,0.2297803415703628
200,85,571.pdf,train/571.pdf,0.22974621605547424
201,1083,2178.pdf,train/2178.pdf,0.22950391145640384
202,1194,1749.pdf,train/1749.pdf,0.22928584314857686
203,1262,341.pdf,train/341.pdf,0.22922611342107865
204,426,2174.pdf,train/2174.pdf,0.22922195189827224
205,737,1065.pdf,train/1065.pdf,0.2288868625272125
206,1373,1405.pdf,train/1405.pdf,0.2287168753149348
207,201,98.pdf,train/98.pdf,0.22857105702809433
208,545,1085.pdf,train/1085.pdf,0.22844693704075375
209,636,514.pdf,train/514.pdf,0.22814358576171273
210,1044,1458.pdf,train/1458.pdf,0.2280060706993423
211,914,1701.pdf,train/1701.pdf,0.22799533895883395
212,1387,783.pdf,train/783.pdf,0.2278830978663862
213,525,920.pdf,train/920.pdf,0.2278028410114754
214,388,1483.pdf,train/1483.pdf,0.22764646706150354
215,702,1493.pdf,train/1493.pdf,0.227222695118582
216,1410,1954.pdf,train/1954.pdf,0.22712152893111764
217,1515,1957.pdf,train/1957.pdf,0.22699063453212934
218,682,489.pdf,train/489.pdf,0.22696594105073367
219,256,1746.pdf,train/1746.pdf,0.2269609408288574
220,639,528.pdf,train/528.pdf,0.22678282292590732
221,551,1095.pdf,train/1095.pdf,0.22646126257591262
222,368,1722.pdf,train/1722.pdf,0.22623705563298607
223,232,359.pdf,train/359.pdf,0.22614550482493692
224,871,2341.pdf,train/2341.pdf,0.2260359898814572
225,1278,1366.pdf,train/1366.pdf,0.22592898285100455
226,3,1741.pdf,train/1741.pdf,0.22573916800557306
227,414,499.pdf,train/499.pdf,0.22560804676503374
228,480,672.pdf,train/672.pdf,0.2255737782666154
229,252,952.pdf,train/952.pdf,0.22544633783950985
230,1077,1868.pdf,train/1868.pdf,0.22538605913352977
231,923,1088.pdf,train/1088.pdf,0.22529359205800933
232,244,1395.pdf,train/1395.pdf,0.22515139490215919
233,336,979.pdf,train/979.pdf,0.22513365339459662
234,627,702.pdf,train/702.pdf,0.22513270196478147
235,995,131.pdf,train/131.pdf,0.22508495665849956
236,677,1690.pdf,train/1690.pdf,0.22507647481655346
237,1014,1935.pdf,train/1935.pdf,0.22492375125044686
238,181,1784.pdf,train/1784.pdf,0.22491999203463472
239,867,2355.pdf,train/2355.pdf,0.2248494690164513
240,35,362.pdf,train/362.pdf,0.22474125371035023
241,1096,668.pdf,train/668.pdf,0.2247068872889453
242,321,1427.pdf,train/1427.pdf,0.22453085139114673
243,992,870.pdf,train/870.pdf,0.22451646792135796
244,350,1745.pdf,train/1745.pdf,0.2244809190343767
245,1280,143.pdf,train/143.pdf,0.22435183736585623
246,674,462.pdf,train/462.pdf,0.22428766330954247
247,292,64.pdf,train/64.pdf,0.22397041615991964
248,1103,720.pdf,train/720.pdf,0.22385847851137672
249,1206,236.pdf,train/236.pdf,0.22385832894579713
250,729,1901.pdf,train/1901.pdf,0.2238404496944964
251,1468,384.pdf,train/384.pdf,0.22377729479451716
252,247,629.pdf,train/629.pdf,0.2237767421514845
253,79,1754.pdf,train/1754.pdf,0.22373144793880972
254,455,260.pdf,train/260.pdf,0.22368184545312347
255,1364,2332.pdf,train/2332.pdf,0.22365373336874728
256,885,21.pdf,train/21.pdf,0.22361951622078358
257,1190,1588.pdf,train/1588.pdf,0.22355492678927244
258,974,1670.pdf,train/1670.pdf,0.22339921997485543
259,1407,542.pdf,train/542.pdf,0.223202209068026
260,540,1734.pdf,train/1734.pdf,0.222929512566938
261,1399,1015.pdf,train/1015.pdf,0.2228995069389676
262,1414,540.pdf,train/540.pdf,0.22289712571755405
263,1215,1993.pdf,train/1993.pdf,0.22279231409528888
264,990,1328.pdf,train/1328.pdf,0.22263743117332271
265,645,264.pdf,train/264.pdf,0.2225742107874691
266,66,161.pdf,train/161.pdf,0.22254158028735013
267,1163,1629.pdf,train/1629.pdf,0.2225337421923401
268,1024,1712.pdf,train/1712.pdf,0.22252529211054667
269,1257,1616.pdf,train/1616.pdf,0.22251502590190614
270,948,25.pdf,train/25.pdf,0.22237866960529842
271,1160,1600.pdf,train/1600.pdf,0.22224268891825077
272,981,327.pdf,train/327.pdf,0.22199674809228973
273,1267,42.pdf,train/42.pdf,0.2219910261226552
274,1056,457.pdf,train/457.pdf,0.22197012348346185
275,127,1178.pdf,train/1178.pdf,0.22187337724547176
276,2,1999.pdf,train/1999.pdf,0.22185583529783892
277,1121,1760.pdf,train/1760.pdf,0.22172850008208214
278,498,1127.pdf,train/1127.pdf,0.22165497836615802
279,997,1506.pdf,train/1506.pdf,0.22148050289507817
280,297,1354.pdf,train/1354.pdf,0.22147125909291
281,200,172.pdf,train/172.pdf,0.22141101855417875
282,118,413.pdf,train/413.pdf,0.22126357621658424
283,897,2195.pdf,train/2195.pdf,0.22117794471282326
284,1323,1982.pdf,train/1982.pdf,0.22117509304808222
285,275,1778.pdf,train/1778.pdf,0.22103166312795436
286,1031,906.pdf,train/906.pdf,0.22089468545639543
287,332,1396.pdf,train/1396.pdf,0.22066481352960335
288,529,1250.pdf,train/1250.pdf,0.22062511011339314
289,494,302.pdf,train/302.pdf,0.22058090996102925
290,943,656.pdf,train/656.pdf,0.22040864573982358
291,86,1783.pdf,train/1783.pdf,0.22027303123425276
292,1079,318.pdf,train/318.pdf,0.22009877958222038
293,546,511.pdf,train/511.pdf,0.2198441494823232
294,506,1654.pdf,train/1654.pdf,0.21984360408800033
295,728,1915.pdf,train/1915.pdf,0.21945759956675168
296,221,1633.pdf,train/1633.pdf,0.2192748299313676
297,1392,973.pdf,train/973.pdf,0.21923822671026683
298,70,2077.pdf,train/2077.pdf,0.2192155219599348
299,673,1860.pdf,train/1860.pdf,0.21916328520905912
300,1449,1188.pdf,train/1188.pdf,0.2190213256521787
301,741,718.pdf,train/718.pdf,0.2188104855085388
302,1499,757.pdf,train/757.pdf,0.21862156398878224
303,1166,1167.pdf,train/1167.pdf,0.21830875337073138
304,372,711.pdf,train/711.pdf,0.21830666840192553
305,548,1091.pdf,train/1091.pdf,0.21830548843392367
306,63,1436.pdf,train/1436.pdf,0.21828213911858635
307,869,1648.pdf,train/1648.pdf,0.2182501521217792
308,949,1329.pdf,train/1329.pdf,0.21801168041468597
309,1023,286.pdf,train/286.pdf,0.2179306224900781
310,1177,69.pdf,train/69.pdf,0.21790473066956426
311,909,2234.pdf,train/2234.pdf,0.21786008164067436
312,1040,133.pdf,train/133.pdf,0.2178516240180992
313,789,876.pdf,train/876.pdf,0.21768454919400643
314,832,2209.pdf,train/2209.pdf,0.21749126040170802
315,1132,784.pdf,train/784.pdf,0.21743209916464473
316,699,2165.pdf,train/2165.pdf,0.21738757304246395
317,1273,1414.pdf,train/1414.pdf,0.2173867406436526
318,476,1523.pdf,train/1523.pdf,0.2173266502001492
319,511,471.pdf,train/471.pdf,0.21707389095592267
320,1331,1558.pdf,train/1558.pdf,0.2170165764331494
321,223,1626.pdf,train/1626.pdf,0.21696202444205154
322,693,1322.pdf,train/1322.pdf,0.21689583468582913
323,752,678.pdf,train/678.pdf,0.21686922785487692
324,937,911.pdf,train/911.pdf,0.21684824269346709
325,528,908.pdf,train/908.pdf,0.21681190931929953
326,424,300.pdf,train/300.pdf,0.21675964081976112
327,149,837.pdf,train/837.pdf,0.21669596216454737
328,1514,555.pdf,train/555.pdf,0.21662929184939145
329,98,598.pdf,train/598.pdf,0.21662554409330123
330,440,2000.pdf,train/2000.pdf,0.21658230214880136
331,1378,146.pdf,train/146.pdf,0.2165552888222328
332,1420,1003.pdf,train/1003.pdf,0.21637410413750735
333,1511,541.pdf,train/541.pdf,0.21616090885367722
334,811,719.pdf,train/719.pdf,0.21582232695458708
335,866,1674.pdf,train/1674.pdf,0.21577354414582
336,1371,1377.pdf,train/1377.pdf,0.21572499276947635
337,629,1043.pdf,train/1043.pdf,0.21567423873759933
338,1050,319.pdf,train/319.pdf,0.21555962435073053
339,953,1301.pdf,train/1301.pdf,0.21552718178674446
340,144,63.pdf,train/63.pdf,0.21546932785693604
341,1195,1991.pdf,train/1991.pdf,0.2153835861529543
342,1066,495.pdf,train/495.pdf,0.2153580725621037
343,56,2117.pdf,train/2117.pdf,0.21506070727953253
344,855,2157.pdf,train/2157.pdf,0.2150597531401733
345,566,1254.pdf,train/1254.pdf,0.21503655958632978
346,249,1222.pdf,train/1222.pdf,0.21495904613815497
347,532,1293.pdf,train/1293.pdf,0.2149503868745308
348,1305,209.pdf,train/209.pdf,0.21495003491419692
349,1161,1166.pdf,train/1166.pdf,0.21470501666031508
350,1202,578.pdf,train/578.pdf,0.2146424693070302
351,756,1461.pdf,train/1461.pdf,0.2145830364972126
352,1424,1598.pdf,train/1598.pdf,0.21455619233977669
353,1146,196.pdf,train/196.pdf,0.2145506147754244
354,1035,1510.pdf,train/1510.pdf,0.21452723629934
355,1260,1602.pdf,train/1602.pdf,0.21450782880352867
356,1144,68.pdf,train/68.pdf,0.21438284277726474
357,881,1846.pdf,train/1846.pdf,0.214173061302963
358,1454,2324.pdf,train/2324.pdf,0.2137945467655056
359,1228,630.pdf,train/630.pdf,0.21373109115602462
360,567,1240.pdf,train/1240.pdf,0.21347513362395765
361,864,1106.pdf,train/1106.pdf,0.21315762138330507
362,1352,190.pdf,train/190.pdf,0.2131504654388402
363,271,1787.pdf,train/1787.pdf,0.21307309306017252
364,129,2302.pdf,train/2302.pdf,0.2130374977892961
365,882,444.pdf,train/444.pdf,0.2130297590862842
366,863,492.pdf,train/492.pdf,0.21301593038831226
367,19,2062.pdf,train/2062.pdf,0.21292153560339622
368,717,1054.pdf,train/1054.pdf,0.21281866731226495
369,159,1233.pdf,train/1233.pdf,0.2126919943401802
370,1281,157.pdf,train/157.pdf,0.21266177849652412
371,534,288.pdf,train/288.pdf,0.21264479107793394
372,29,2102.pdf,train/2102.pdf,0.2126020333556756
373,587,461.pdf,train/461.pdf,0.2125800056675794
374,604,1686.pdf,train/1686.pdf,0.21252597969008674
375,927,252.pdf,train/252.pdf,0.21244876629788323
376,1019,2227.pdf,train/2227.pdf,0.21206982127902982
377,829,280.pdf,train/280.pdf,0.21200722938301397
378,340,789.pdf,train/789.pdf,0.21198299093499545
379,1255,2323.pdf,train/2323.pdf,0.211838054067241
380,422,314.pdf,train/314.pdf,0.2118194586903859
381,1465,1604.pdf,train/1604.pdf,0.21181331667967698
382,322,819.pdf,train/819.pdf,0.21164628480181452
383,204,2110.pdf,train/2110.pdf,0.21156994324636885
